"File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR",,
"ENCFF268PYT	bam	bam		alignments	GRCh38	ENCSR277QAN	total RNA-seq	/human-donors/ENCDO730UYW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF611FPK/	2542905399	ENCODE Processing Pipeline	e72051e160405748c563e38df3896c9e		https://www.encodeproject.org/files/ENCFF268PYT/@@download/ENCFF268PYT.bam	V29			released	s3://encode-public/2022/04/14/46f73d9b-7efe-4ee3-9f69-2ec31d1b392e/ENCFF268PYT.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/46f73d9b-7efe-4ee3-9f69-2ec31d1b392e/ENCFF268PYT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF693VEH	fastq	fastq		reads		ENCSR133PLR	total RNA-seq	/human-donors/ENCDO953KHI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2239071565	Barbara Wold"," Caltech	3edfb7b93cb1a8235508adfdd0d16ceb	SRA:SRR22521182	https://www.encodeproject.org/files/ENCFF693VEH/@@download/ENCFF693VEH.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/5d6c4a5f-2103-4aaa-9f51-5c407849be25/ENCFF693VEH.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/5d6c4a5f-2103-4aaa-9f51-5c407849be25/ENCFF693VEH.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF170ROO	bam	bam		transcriptome alignments	GRCh38	ENCSR133PLR	total RNA-seq	/human-donors/ENCDO953KHI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF693VEH/	1697391790	ENCODE Processing Pipeline	51f285cce9ae9c3a32879707cfd9d211		https://www.encodeproject.org/files/ENCFF170ROO/@@download/ENCFF170ROO.bam	V29			released	s3://encode-public/2022/04/14/ad0818f2-7812-4c4c-ad17-74914165500b/ENCFF170ROO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/ad0818f2-7812-4c4c-ad17-74914165500b/ENCFF170ROO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF457OPS	bam	bam		alignments	GRCh38	ENCSR133PLR	total RNA-seq	/human-donors/ENCDO953KHI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF693VEH/	2297076332	ENCODE Processing Pipeline	598f29b9e62e955af52963f9e4d8ec09		https://www.encodeproject.org/files/ENCFF457OPS/@@download/ENCFF457OPS.bam	V29			released	s3://encode-public/2022/04/14/f1e6d4e7-ed14-422a-8e33-4491215c01f0/ENCFF457OPS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/f1e6d4e7-ed14-422a-8e33-4491215c01f0/ENCFF457OPS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF013YQN	fastq	fastq		reads		ENCSR675UIU	total RNA-seq	/human-donors/ENCDO980GMJ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2287698621	Barbara Wold"," Caltech	2bb3b8199e7d023c6df30d18adc8131e	SRA:SRR22521465	https://www.encodeproject.org/files/ENCFF013YQN/@@download/ENCFF013YQN.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/945cda3a-1e9b-4bc5-96ea-691b2950552c/ENCFF013YQN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/945cda3a-1e9b-4bc5-96ea-691b2950552c/ENCFF013YQN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF348VVE	bam	bam		transcriptome alignments	GRCh38	ENCSR675UIU	total RNA-seq	/human-donors/ENCDO980GMJ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF013YQN/	2176618195	ENCODE Processing Pipeline	edca3aabe23f96a86a23e1e66a2082e0		https://www.encodeproject.org/files/ENCFF348VVE/@@download/ENCFF348VVE.bam	V29			released	s3://encode-public/2022/04/14/bd92fc79-13ca-4617-96c5-adc231aaafa3/ENCFF348VVE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/bd92fc79-13ca-4617-96c5-adc231aaafa3/ENCFF348VVE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF233CYU	bam	bam		alignments	GRCh38	ENCSR675UIU	total RNA-seq	/human-donors/ENCDO980GMJ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF013YQN/	2268346924	ENCODE Processing Pipeline	ae7db1915e34b625b27f8c55ef09e665		https://www.encodeproject.org/files/ENCFF233CYU/@@download/ENCFF233CYU.bam	V29			released	s3://encode-public/2022/04/14/85410410-8ddc-4b51-ab9e-c93a7119797d/ENCFF233CYU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/85410410-8ddc-4b51-ab9e-c93a7119797d/ENCFF233CYU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF347WVW	fastq	fastq		reads		ENCSR292TYT	total RNA-seq	/human-donors/ENCDO223NTQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2982949915	Barbara Wold"," Caltech	68560ef083c9a0e0488930c96da8737f	SRA:SRR22522208	https://www.encodeproject.org/files/ENCFF347WVW/@@download/ENCFF347WVW.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/3abc9ece-8201-4984-aede-154fad0b3450/ENCFF347WVW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/3abc9ece-8201-4984-aede-154fad0b3450/ENCFF347WVW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF791RZL	bam	bam		alignments	GRCh38	ENCSR292TYT	total RNA-seq	/human-donors/ENCDO223NTQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF347WVW/"," /files/ENCFF598IDH/	2883914670	ENCODE Processing Pipeline	f0859ea6c831fbf9e565f3b9398e8209		https://www.encodeproject.org/files/ENCFF791RZL/@@download/ENCFF791RZL.bam	V29			released	s3://encode-public/2022/03/09/8e704868-7337-459a-85fc-11fe65383cba/ENCFF791RZL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/8e704868-7337-459a-85fc-11fe65383cba/ENCFF791RZL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF532BQL	bam	bam		transcriptome alignments	GRCh38	ENCSR292TYT	total RNA-seq	/human-donors/ENCDO223NTQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF347WVW/"," /files/ENCFF598IDH/	2283876940	ENCODE Processing Pipeline	65155d35b110942731b380ee71aead13		https://www.encodeproject.org/files/ENCFF532BQL/@@download/ENCFF532BQL.bam	V29			released	s3://encode-public/2022/03/09/1e2ed894-7c8b-4409-962f-35cd727cac07/ENCFF532BQL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/1e2ed894-7c8b-4409-962f-35cd727cac07/ENCFF532BQL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF728GPJ	fastq	fastq		reads		ENCSR949UTT	total RNA-seq	/human-donors/ENCDO832DBZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2381821584	Barbara Wold"," Caltech	5099dd1aca318431aed1e9a68dcac17b	SRA:SRR22522072	https://www.encodeproject.org/files/ENCFF728GPJ/@@download/ENCFF728GPJ.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/d2ace35f-7dad-49f9-9f74-75c5719fa05b/ENCFF728GPJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/d2ace35f-7dad-49f9-9f74-75c5719fa05b/ENCFF728GPJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF540JTZ	bam	bam		alignments	GRCh38	ENCSR949UTT	total RNA-seq	/human-donors/ENCDO832DBZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF728GPJ/"," /files/ENCFF598IDH/	2373061313	ENCODE Processing Pipeline	28b78d3b45f8c6f61b23bc071fadd8cb		https://www.encodeproject.org/files/ENCFF540JTZ/@@download/ENCFF540JTZ.bam	V29			released	s3://encode-public/2022/03/09/d2b32678-5f94-402b-89e9-896a02803e2b/ENCFF540JTZ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/d2b32678-5f94-402b-89e9-896a02803e2b/ENCFF540JTZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF581SQH	bam	bam		transcriptome alignments	GRCh38	ENCSR949UTT	total RNA-seq	/human-donors/ENCDO832DBZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF728GPJ/"," /files/ENCFF598IDH/	1958799325	ENCODE Processing Pipeline	1f47852a2a107ac1c384592e3cde130c		https://www.encodeproject.org/files/ENCFF581SQH/@@download/ENCFF581SQH.bam	V29			released	s3://encode-public/2022/03/09/e745a348-12cf-403e-ac4d-2b378ad66ace/ENCFF581SQH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/e745a348-12cf-403e-ac4d-2b378ad66ace/ENCFF581SQH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF089IMF	fastq	fastq		reads		ENCSR216RNR	total RNA-seq	/human-donors/ENCDO430XKI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2526351715	Barbara Wold"," Caltech	3168bc608acbd413f2d5588dfa77b64d	SRA:SRR22521381	https://www.encodeproject.org/files/ENCFF089IMF/@@download/ENCFF089IMF.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/7b25d32a-6d5b-46cb-a465-2710fe6c2aa8/ENCFF089IMF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/7b25d32a-6d5b-46cb-a465-2710fe6c2aa8/ENCFF089IMF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF700VUV	bam	bam		transcriptome alignments	GRCh38	ENCSR216RNR	total RNA-seq	/human-donors/ENCDO430XKI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF089IMF/	2332588234	ENCODE Processing Pipeline	f7b09fb40794bae5afd7ba91c0dc6e73		https://www.encodeproject.org/files/ENCFF700VUV/@@download/ENCFF700VUV.bam	V29			released	s3://encode-public/2022/04/14/a7c8fb63-fab8-4229-9133-b909043dcb6f/ENCFF700VUV.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/a7c8fb63-fab8-4229-9133-b909043dcb6f/ENCFF700VUV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF319YJR	bam	bam		alignments	GRCh38	ENCSR216RNR	total RNA-seq	/human-donors/ENCDO430XKI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF089IMF/	2479885550	ENCODE Processing Pipeline	203cf2b763a9baf6b1149dfc056afe43		https://www.encodeproject.org/files/ENCFF319YJR/@@download/ENCFF319YJR.bam	V29			released	s3://encode-public/2022/04/14/f1f0a504-6c20-4936-a115-4a30a8977ca2/ENCFF319YJR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/f1f0a504-6c20-4936-a115-4a30a8977ca2/ENCFF319YJR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF268CYO	fastq	fastq		reads		ENCSR483IHO	total RNA-seq	/human-donors/ENCDO470GFA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2239572389	Barbara Wold"," Caltech	1de156547cf7bbcf0163332f854cecb5	SRA:SRR22520773	https://www.encodeproject.org/files/ENCFF268CYO/@@download/ENCFF268CYO.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/23c9ff24-6312-4181-a17b-875d51bba7e7/ENCFF268CYO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/23c9ff24-6312-4181-a17b-875d51bba7e7/ENCFF268CYO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF083LBA	bam	bam		alignments	GRCh38	ENCSR483IHO	total RNA-seq	/human-donors/ENCDO470GFA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF268CYO/"," /files/ENCFF598IDH/	2252910952	ENCODE Processing Pipeline	ba73c787e0dc72ba72fcd129c1b7da9c		https://www.encodeproject.org/files/ENCFF083LBA/@@download/ENCFF083LBA.bam	V29			released	s3://encode-public/2022/03/09/23a17d29-c709-4473-87fc-f7cea27f0140/ENCFF083LBA.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/23a17d29-c709-4473-87fc-f7cea27f0140/ENCFF083LBA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF021STE	bam	bam		transcriptome alignments	GRCh38	ENCSR483IHO	total RNA-seq	/human-donors/ENCDO470GFA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF268CYO/"," /files/ENCFF598IDH/	1726424870	ENCODE Processing Pipeline	839f533a25345a2e3a3f6468dab3074b		https://www.encodeproject.org/files/ENCFF021STE/@@download/ENCFF021STE.bam	V29			released	s3://encode-public/2022/03/09/9d2a88da-bec0-4c53-b95f-74e65a8434eb/ENCFF021STE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/9d2a88da-bec0-4c53-b95f-74e65a8434eb/ENCFF021STE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF594VBE	fastq	fastq		reads		ENCSR596KAH	total RNA-seq	/human-donors/ENCDO597SRH/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2867861495	Barbara Wold"," Caltech	1be6d729dbda0e9c79f832fd65757947	SRA:SRR22521160	https://www.encodeproject.org/files/ENCFF594VBE/@@download/ENCFF594VBE.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/2852acdf-bcd4-4752-83ef-ea95ce9b1de4/ENCFF594VBE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/2852acdf-bcd4-4752-83ef-ea95ce9b1de4/ENCFF594VBE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF068AID	bam	bam		alignments	GRCh38	ENCSR596KAH	total RNA-seq	/human-donors/ENCDO597SRH/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF594VBE/	2790279171	ENCODE Processing Pipeline	0ffbda3476bd35c8374c0e2856a56f18		https://www.encodeproject.org/files/ENCFF068AID/@@download/ENCFF068AID.bam	V29			released	s3://encode-public/2022/03/09/858518b4-1f2f-4e40-aba9-0338e34d124a/ENCFF068AID.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/858518b4-1f2f-4e40-aba9-0338e34d124a/ENCFF068AID.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF386XQR	bam	bam		transcriptome alignments	GRCh38	ENCSR596KAH	total RNA-seq	/human-donors/ENCDO597SRH/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF594VBE/	2169496120	ENCODE Processing Pipeline	063c38f6ca8a07ef565badb3c1b33a3b		https://www.encodeproject.org/files/ENCFF386XQR/@@download/ENCFF386XQR.bam	V29			released	s3://encode-public/2022/03/09/d945112a-6c1a-4cda-9b9e-8bce0b745948/ENCFF386XQR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/d945112a-6c1a-4cda-9b9e-8bce0b745948/ENCFF386XQR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF389LTR	fastq	fastq		reads		ENCSR446QMB	total RNA-seq	/human-donors/ENCDO741DAO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2348032226	Barbara Wold"," Caltech	b190f1b2174e46da95fbc4b28bf0ca89	SRA:SRR22521886	https://www.encodeproject.org/files/ENCFF389LTR/@@download/ENCFF389LTR.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/74a2ce98-ff4c-4a5d-87fa-e2e832804b25/ENCFF389LTR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/74a2ce98-ff4c-4a5d-87fa-e2e832804b25/ENCFF389LTR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF852POG	bam	bam		alignments	GRCh38	ENCSR446QMB	total RNA-seq	/human-donors/ENCDO741DAO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF389LTR/	2281927779	ENCODE Processing Pipeline	0535f3f0aa304733138dce63109a6fe7		https://www.encodeproject.org/files/ENCFF852POG/@@download/ENCFF852POG.bam	V29			released	s3://encode-public/2022/05/13/4f8a9ffe-9ce5-48f2-bd11-44eb1952f6e2/ENCFF852POG.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/4f8a9ffe-9ce5-48f2-bd11-44eb1952f6e2/ENCFF852POG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF204TQN	bam	bam		transcriptome alignments	GRCh38	ENCSR446QMB	total RNA-seq	/human-donors/ENCDO741DAO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF389LTR/	2206338085	ENCODE Processing Pipeline	e11fa7e1362ea7cff6614fc6a0bc362f		https://www.encodeproject.org/files/ENCFF204TQN/@@download/ENCFF204TQN.bam	V29			released	s3://encode-public/2022/05/13/e59676f0-5634-4d07-b862-2ce8e0b68fc8/ENCFF204TQN.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/e59676f0-5634-4d07-b862-2ce8e0b68fc8/ENCFF204TQN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF457EKI	fastq	fastq		reads		ENCSR563SJY	total RNA-seq	/human-donors/ENCDO640RUC/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2421115098	Barbara Wold"," Caltech	cd583e669ebc4352958c22e5722f50c1	SRA:SRR22520977	https://www.encodeproject.org/files/ENCFF457EKI/@@download/ENCFF457EKI.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/d576f9cc-036a-4f70-bf77-e3b0fc4e87e6/ENCFF457EKI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/d576f9cc-036a-4f70-bf77-e3b0fc4e87e6/ENCFF457EKI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF947AKV	bam	bam		alignments	GRCh38	ENCSR563SJY	total RNA-seq	/human-donors/ENCDO640RUC/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF457EKI/"," /files/ENCFF598IDH/	2349929219	ENCODE Processing Pipeline	3bdafdc350a867289e0b64008c864cd3		https://www.encodeproject.org/files/ENCFF947AKV/@@download/ENCFF947AKV.bam	V29			released	s3://encode-public/2022/05/13/17fa2fbe-f2aa-4b9e-9d31-34eb681bf430/ENCFF947AKV.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/17fa2fbe-f2aa-4b9e-9d31-34eb681bf430/ENCFF947AKV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF369EML	bam	bam		transcriptome alignments	GRCh38	ENCSR563SJY	total RNA-seq	/human-donors/ENCDO640RUC/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF457EKI/"," /files/ENCFF598IDH/	2108319506	ENCODE Processing Pipeline	d06bef8bfd15bfefcc19afe77575ac08		https://www.encodeproject.org/files/ENCFF369EML/@@download/ENCFF369EML.bam	V29			released	s3://encode-public/2022/05/13/78d274e0-70c6-4868-a5e8-d9ec8e647e22/ENCFF369EML.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/78d274e0-70c6-4868-a5e8-d9ec8e647e22/ENCFF369EML.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF225WDJ	fastq	fastq		reads		ENCSR706NYL	total RNA-seq	/human-donors/ENCDO921RVK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2560497525	Barbara Wold"," Caltech	c66653f6216604ad557816cf96a02854	SRA:SRR22522198	https://www.encodeproject.org/files/ENCFF225WDJ/@@download/ENCFF225WDJ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/3f10de3c-33ea-4f2b-9f03-d1d75815d687/ENCFF225WDJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/3f10de3c-33ea-4f2b-9f03-d1d75815d687/ENCFF225WDJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
